instance,cp-greedy_SR_mean,cp-greedy:b3:fail_SR_mean,cp-greedy_SR_std,cp-greedy:b3:fail_SR_std,cp-greedy_DR_mean,cp-greedy:b3:fail_DR_mean,cp-greedy_DR_std,cp-greedy:b3:fail_DR_std
4medium,0.3845,0.0000,0.0518,0.0000,0.3342,0.0000,0.0446,0.0000
