instance,q-classic:b3:fail_SR_mean,q-cp-etr:b3:fail_SR_mean,q-classic:b3:fail_SR_std,q-cp-etr:b3:fail_SR_std,q-classic:b3:fail_DR_mean,q-cp-etr:b3:fail_DR_mean,q-classic:b3:fail_DR_std,q-cp-etr:b3:fail_DR_std
4s,0.6760,0.8530,0.3004,0.0936,0.6043,0.7589,0.2637,0.0986
