instance,cp-greedy_SR_mean,cp-greedy:b3:fail_SR_mean,cp-greedy_SR_std,cp-greedy:b3:fail_SR_std,cp-greedy_DR_mean,cp-greedy:b3:fail_DR_mean,cp-greedy_DR_std,cp-greedy:b3:fail_DR_std
4s,0.7420,0.7760,0.0312,0.0314,0.6264,0.6960,0.0283,0.0308
