instance,q-cp-etr:b3:fail_SR_mean,q-cp-etr:b3:fail_SR_std,q-cp-etr:b3:fail_DR_mean,q-cp-etr:b3:fail_DR_std
4s,0.2100,0.0400,0.1907,0.0325
